37947828914.52005 37947828914.504524 37947828914.487785 37947828914.47673 37947828914.454178 37947828914.443115 37947828914.436768 37947828914.422104 37947828914.409973 37947828914.394714 37947828914.380127 37947828914.375008 37947828914.363312 37947828914.353714 37947828914.338928 37947828914.334946 37947828914.327866 37947828914.321815 37947828914.313843 37947828914.309341 37947828914.289352 37947828914.294609 37947828914.299561 37947828914.29158 37947828914.293518 37947828914.283707 37947828914.266083 37947828914.265106 37947828914.266541 37947828914.253296 37947828914.245148 37947828914.244011 37947828914.238342 37947828914.237633 37947828914.233948 37947828914.244423 37947828914.238953 37947828914.244766 37947828914.241531 37947828914.246193 37947828914.248871 37947828914.251709 37947828914.250336 37947828914.25631 37947828914.253159 37947828914.267563 37947828914.273071 37947828914.287262 37947828914.292419 37947828914.302261 37947828914.305313 37947828914.319397 37947828914.324539 37947828914.33493 37947828914.342804 37947828914.349037 37947828914.328552 37947828914.377464 37947828914.384979 37947828914.406006 37947828914.421196 37947828914.43689 37947828914.449905 37947828914.463211 37947828914.478928 
37947828914.504486 37947828914.488922 37947828914.473434 37947828914.459084 37947828914.442963 37947828914.430031 37947828914.418884 37947828914.406128 37947828914.393509 37947828914.380394 37947828914.368141 37947828914.358521 37947828914.348053 37947828914.337891 37947828914.327347 37947828914.31974 37947828914.312325 37947828914.305252 37947828914.297928 37947828914.290962 37947828914.281914 37947828914.279457 37947828914.27803 37947828914.273682 37947828914.270142 37947828914.263107 37947828914.254181 37947828914.249474 37947828914.245728 37947828914.238716 37947828914.232887 37947828914.229401 37947828914.225975 37947828914.224274 37947828914.223351 37947828914.225822 37947828914.225647 37947828914.227478 37947828914.22805 37947828914.230492 37947828914.233002 37947828914.235512 37947828914.237495 37947828914.241287 37947828914.244583 37947828914.252472 37947828914.259918 37947828914.269188 37947828914.276764 37947828914.284889 37947828914.292038 37947828914.301498 37947828914.309479 37947828914.318268 37947828914.326286 37947828914.333023 37947828914.337067 37947828914.357552 37947828914.372284 37947828914.388824 37947828914.404228 37947828914.419235 37947828914.433441 37947828914.4478 37947828914.463364 
37947828914.489838 37947828914.47422 37947828914.458931 37947828914.444183 37947828914.42955 37947828914.416138 37947828914.403603 37947828914.390991 37947828914.37851 37947828914.36618 37947828914.3545 37947828914.343857 37947828914.333466 37947828914.323425 37947828914.313797 37947828914.305321 37947828914.297424 37947828914.289925 37947828914.282631 37947828914.275642 37947828914.268875 37947828914.264244 37947828914.260399 37947828914.255951 37947828914.251236 37947828914.245377 37947828914.239037 37947828914.233856 37947828914.229156 37947828914.223938 37947828914.219276 37947828914.215698 37947828914.21286 37947828914.211098 37947828914.210327 37947828914.210846 37947828914.211304 37947828914.212418 37947828914.213676 37947828914.215691 37947828914.218109 37947828914.220825 37947828914.223839 37947828914.227745 37947828914.232391 37947828914.2388 37947828914.245918 37947828914.253784 37947828914.261536 37947828914.26947 37947828914.277435 37947828914.286057 37947828914.294586 37947828914.303345 37947828914.312027 37947828914.320679 37947828914.330109 37947828914.344368 37947828914.358757 37947828914.373756 37947828914.388634 37947828914.403351 37947828914.417801 37947828914.432159 37947828914.446564 
37947828914.476402 37947828914.460175 37947828914.44487 37947828914.430153 37947828914.415894 37947828914.402336 37947828914.389374 37947828914.376709 37947828914.364334 37947828914.352303 37947828914.340797 37947828914.329926 37947828914.319504 37947828914.309525 37947828914.300064 37947828914.291298 37947828914.283104 37947828914.275375 37947828914.268021 37947828914.261086 37947828914.254677 37947828914.249229 37947828914.244339 37947828914.239456 37947828914.234451 37947828914.229111 37947828914.223709 37947828914.218727 37947828914.214081 37947828914.209587 37947828914.205559 37947828914.20224 37947828914.199654 37947828914.197906 37947828914.196999 37947828914.196907 37947828914.197281 37947828914.198181 37947828914.199532 37947828914.201454 37947828914.203888 37947828914.20681 37947828914.210258 37947828914.214432 37947828914.219406 37947828914.225403 37947828914.232147 37947828914.239479 37947828914.247101 37947828914.254997 37947828914.263153 37947828914.271683 37947828914.280441 37947828914.289474 37947828914.298775 37947828914.308533 37947828914.319305 37947828914.332024 37947828914.345612 37947828914.359772 37947828914.374184 37947828914.388702 37947828914.403221 37947828914.41745 37947828914.429688 
37947828914.461731 37947828914.44619 37947828914.431206 37947828914.416641 37947828914.402519 37947828914.388924 37947828914.375816 37947828914.363113 37947828914.350792 37947828914.338882 37947828914.327446 37947828914.316528 37947828914.306068 37947828914.296082 37947828914.286606 37947828914.277687 37947828914.26931 37947828914.261421 37947828914.25396 37947828914.246971 37947828914.240501 37947828914.234642 37947828914.22924 37947828914.22406 37947828914.218971 37947828914.21389 37947828914.208931 37947828914.204239 37947828914.199844 37947828914.195747 37947828914.192101 37947828914.189026 37947828914.186592 37947828914.18486 37947828914.183838 37947828914.183487 37947828914.183716 37947828914.184486 37947828914.185799 37947828914.187691 37947828914.19017 37947828914.193237 37947828914.196922 37947828914.201286 37947828914.206375 37947828914.212234 37947828914.218773 37947828914.225861 37947828914.233368 37947828914.241241 37947828914.249466 37947828914.258057 37947828914.266998 37947828914.276306 37947828914.286041 37947828914.296356 37947828914.307526 37947828914.319786 37947828914.332863 37947828914.346519 37947828914.360603 37947828914.375031 37947828914.389908 37947828914.405701 37947828914.424149 
37947828914.446098 37947828914.432617 37947828914.418091 37947828914.403648 37947828914.389587 37947828914.375984 37947828914.362839 37947828914.350098 37947828914.337814 37947828914.325951 37947828914.314552 37947828914.30365 37947828914.293137 37947828914.283112 37947828914.273575 37947828914.264519 37947828914.25602 37947828914.248001 37947828914.240402 37947828914.233299 37947828914.226677 37947828914.220558 37947828914.21489 37947828914.209549 37947828914.204453 37947828914.199539 37947828914.194855 37947828914.190437 37947828914.186279 37947828914.182442 37947828914.179054 37947828914.176147 37947828914.173805 37947828914.172089 37947828914.170982 37947828914.170464 37947828914.170578 37947828914.171234 37947828914.172478 37947828914.174324 37947828914.176849 37947828914.180031 37947828914.183876 37947828914.188385 37947828914.193542 37947828914.199371 37947828914.205826 37947828914.212791 37947828914.220245 37947828914.228111 37947828914.236389 37947828914.245049 37947828914.254166 37947828914.263687 37947828914.273705 37947828914.284309 37947828914.295631 37947828914.307716 37947828914.320496 37947828914.333832 37947828914.347664 37947828914.361893 37947828914.376656 37947828914.392273 37947828914.409698 
37947828914.437454 37947828914.421059 37947828914.405891 37947828914.391296 37947828914.377213 37947828914.363586 37947828914.350426 37947828914.337685 37947828914.325424 37947828914.313576 37947828914.302162 37947828914.291229 37947828914.280693 37947828914.27063 37947828914.261032 37947828914.251869 37947828914.243217 37947828914.235031 37947828914.227325 37947828914.2201 37947828914.213318 37947828914.207031 37947828914.20121 37947828914.195816 37947828914.190742 37947828914.185966 37947828914.181488 37947828914.177307 37947828914.173378 37947828914.169731 37947828914.166489 37947828914.163689 37947828914.161415 37947828914.159706 37947828914.158501 37947828914.157875 37947828914.157875 37947828914.158386 37947828914.159531 37947828914.161293 37947828914.163834 37947828914.167091 37947828914.171112 37947828914.175751 37947828914.181 37947828914.186897 37947828914.193344 37947828914.200287 37947828914.207703 37947828914.215584 37947828914.223915 37947828914.232674 37947828914.241898 37947828914.251617 37947828914.261787 37947828914.272545 37947828914.283936 37947828914.295959 37947828914.308548 37947828914.321686 37947828914.335243 37947828914.349197 37947828914.363472 37947828914.378021 37947828914.393272 
37947828914.424553 37947828914.409241 37947828914.394119 37947828914.379448 37947828914.365372 37947828914.351761 37947828914.338577 37947828914.325859 37947828914.313599 37947828914.301735 37947828914.290306 37947828914.279335 37947828914.268761 37947828914.258644 37947828914.24897 37947828914.239731 37947828914.230927 37947828914.222588 37947828914.214752 37947828914.207397 37947828914.200462 37947828914.194061 37947828914.188118 37947828914.182709 37947828914.177719 37947828914.17308 37947828914.168839 37947828914.164902 37947828914.161171 37947828914.157623 37947828914.154419 37947828914.151672 37947828914.149437 37947828914.147743 37947828914.146408 37947828914.145775 37947828914.145714 37947828914.145988 37947828914.146873 37947828914.148491 37947828914.15107 37947828914.154472 37947828914.158638 37947828914.163445 37947828914.168846 37947828914.17482 37947828914.181305 37947828914.188255 37947828914.195663 37947828914.203575 37947828914.211967 37947828914.220802 37947828914.230125 37947828914.239937 37947828914.250252 37947828914.261108 37947828914.27256 37947828914.284554 37947828914.29705 37947828914.310043 37947828914.323425 37947828914.337158 37947828914.350967 37947828914.364044 37947828914.37307 
37947828914.414375 37947828914.398209 37947828914.382843 37947828914.368141 37947828914.354042 37947828914.340439 37947828914.327286 37947828914.31456 37947828914.302315 37947828914.290451 37947828914.279007 37947828914.26799 37947828914.257385 37947828914.2472 37947828914.237411 37947828914.22805 37947828914.219124 37947828914.210648 37947828914.202644 37947828914.195099 37947828914.188042 37947828914.181458 37947828914.175438 37947828914.170128 37947828914.165306 37947828914.160858 37947828914.156876 37947828914.153229 37947828914.149742 37947828914.146126 37947828914.142868 37947828914.140083 37947828914.137886 37947828914.136444 37947828914.134537 37947828914.13414 37947828914.134171 37947828914.134079 37947828914.13443 37947828914.135704 37947828914.13842 37947828914.14209 37947828914.146469 37947828914.15152 37947828914.15712 37947828914.163208 37947828914.169739 37947828914.176712 37947828914.184143 37947828914.192078 37947828914.200516 37947828914.209412 37947828914.218811 37947828914.228699 37947828914.239113 37947828914.250031 37947828914.261536 37947828914.273521 37947828914.28598 37947828914.298912 37947828914.312279 37947828914.326035 37947828914.340187 37947828914.355103 37947828914.372772 
37947828914.404106 37947828914.38736 37947828914.37188 37947828914.357208 37947828914.34314 37947828914.329605 37947828914.316513 37947828914.303818 37947828914.29155 37947828914.279678 37947828914.268234 37947828914.257187 37947828914.246552 37947828914.236298 37947828914.226402 37947828914.216934 37947828914.207863 37947828914.199234 37947828914.191025 37947828914.183289 37947828914.176033 37947828914.169243 37947828914.163132 37947828914.157974 37947828914.153389 37947828914.149147 37947828914.145576 37947828914.142433 37947828914.139442 37947828914.1353 37947828914.131851 37947828914.128929 37947828914.126564 37947828914.126587 37947828914.122223 37947828914.123047 37947828914.123772 37947828914.122711 37947828914.12207 37947828914.122421 37947828914.125816 37947828914.129944 37947828914.134636 37947828914.140007 37947828914.145828 37947828914.152069 37947828914.158661 37947828914.165688 37947828914.173134 37947828914.181152 37947828914.189644 37947828914.198624 37947828914.208076 37947828914.218018 37947828914.228477 37947828914.239487 37947828914.251007 37947828914.263 37947828914.275429 37947828914.288361 37947828914.301727 37947828914.315506 37947828914.329689 37947828914.344398 37947828914.360229 
37947828914.392738 37947828914.376205 37947828914.361092 37947828914.346642 37947828914.332748 37947828914.319298 37947828914.306267 37947828914.293602 37947828914.281342 37947828914.26947 37947828914.258026 37947828914.246979 37947828914.236298 37947828914.225975 37947828914.216011 37947828914.206429 37947828914.19722 37947828914.188393 37947828914.17997 37947828914.172043 37947828914.164551 37947828914.157455 37947828914.150833 37947828914.146301 37947828914.142189 37947828914.137756 37947828914.134796 37947828914.132439 * * * * * * * * * 37947828914.111946 37947828914.109802 37947828914.107094 37947828914.11338 37947828914.118279 37947828914.123093 37947828914.129059 37947828914.135223 37947828914.141609 37947828914.148193 37947828914.155212 37947828914.162697 37947828914.1707 37947828914.179237 37947828914.188271 37947828914.197792 37947828914.207848 37947828914.218361 37947828914.229408 37947828914.240959 37947828914.252945 37947828914.265434 37947828914.278381 37947828914.291771 37947828914.305565 37947828914.319618 37947828914.333557 37947828914.345322 
