0.5 0.46972656250000072 0.44140625000000744 0.41503906249991557 0.39062499999995293 0.36816406249997607 0.34765625000001787 0.32910156250021932 0.31249999999992084 0.29785156250004297 0.28515625000005185 0.27441406249995337 0.2656250000000146 0.25878906249999223 0.25390625000000311 0.25097656250000155 0.24999999999999878 0.25097656250000444 0.25390624999999944 0.25878906249999256 0.26562500000000633 0.27441406249999178 0.28515625000000266 0.29785156249998163 0.31249999999966094 0.3291015625000776 0.34765625000029499 0.36816406249977573 0.39062500000017364 0.41503906249990097 0.44140625000002276 0.46972656250000056 0.5 
0.4697265625 0.43945312499999734 0.41113281249999095 0.38476562499996669 0.36035156249997513 0.33789062499999278 0.31738281250002226 0.29882812500006689 0.28222656250000311 0.26757812500001699 0.2548828125000161 0.24414062499999234 0.23535156250000175 0.2285156249999995 0.22363281250000203 0.22070312500000186 0.21972656250000119 0.22070312500000211 0.22363281250000056 0.22851562499999845 0.23535156249999942 0.24414062499999289 0.25488281249998529 0.26757812499995948 0.28222656249989864 0.29882812500001232 0.31738281250007616 0.33789062499997602 0.36035156250004419 0.38476562500000111 0.41113281250002809 0.43945312500002953 0.4697265625 
0.44140625000000022 0.41113281249999772 0.38281249999999234 0.35644531249998512 0.33203124999998812 0.30957031249999772 0.28906250000001155 0.27050781250002287 0.25390625000000777 0.23925781250000575 0.22656250000000322 0.21582031249999814 0.20703125000000056 0.20019531250000197 0.19531250000000366 0.19238281250000266 0.191406250000002 0.19238281250000222 0.19531250000000222 0.20019531250000125 0.20703125000000003 0.21582031249999506 0.22656249999998615 0.23925781249997236 0.25390624999996181 0.27050781249999689 0.28906250000002137 0.30957031250000799 0.33203125000002598 0.3564453125000312 0.38281250000005895 0.41113281250008948 0.44140625000003952 
0.41503906250002842 0.38476562500000105 0.35644531249999556 0.33007812499999323 0.30566406249999445 0.28320312499999845 0.26269531250000333 0.24414062500000527 0.22753906249999936 0.212890624999995 0.20019531249999295 0.18945312499999645 0.18066406250000036 0.17382812500000416 0.16894531250000799 0.16601562500000314 0.16503906250000192 0.16601562500000253 0.16894531250000491 0.17382812500000433 0.18066406250000441 0.18945312500000119 0.2001953124999919 0.21289062499998201 0.22753906249997935 0.24414062499999209 0.26269531250000444 0.28320312500000866 0.30566406250002054 0.33007812500003875 0.35644531250008715 0.38476562500022982 0.41503906250074851 
0.39062499999993194 0.36035156249998251 0.33203124999999556 0.30566406249999778 0.281249999999998 0.25878906249999828 0.238281249999998 0.21972656249999553 0.20312499999998948 0.18847656249998199 0.17578124999997713 0.16503906249999442 0.15625000000000028 0.14941406250000636 0.14453125000002098 0.1416015625 0.140625 0.14160156250000111 0.14453125000001055 0.14941406250000674 0.15625000000001207 0.16503906250001338 0.1757812499999982 0.18847656249998446 0.20312499999998151 0.21972656249998765 0.23828124999999561 0.25878906250000167 0.28125000000000872 0.3056640625000161 0.33203125000002121 0.36035156249999423 0.39062499999975964 
0.36816406249995498 0.33789062500000161 0.30957031250000644 0.28320312500000433 0.25878906250000155 0.23632812499999867 0.21582031249999492 0.19726562499998937 0.18066406249998099 0.16601562499996636 0.1533203124999391 0.1425781250000038 0.1337890625 0.126953125 * * * * * 0.126953125 0.13378906250002376 0.14257812500004199 0.153320312500003 0.16601562499997607 0.18066406249997458 0.19726562499998143 0.21582031249998865 0.23632812499999373 0.25878906249999661 0.28320312499999578 0.30957031249998745 0.33789062499996614 0.3681640624999592 
0.34765625000021422 0.31738281250006256 0.28906250000002437 0.26269531250001155 0.23828125000000525 0.21582031249999994 0.19531249999999364 0.17675781249998598 0.16015624999997877 0.14550781249996333 0.13281249999980915 * * * * * * * * * * * 0.13281249999999575 0.1455078124999423 0.16015624999995925 0.17675781249997483 0.19531249999998379 0.21582031249998793 0.2382812499999882 0.2626953124999829 0.28906249999996669 0.31738281249992351 0.34765624999979866 
0.32910156249991956 0.29882812500000994 0.27050781250001682 0.24414062500001246 0.21972656250000758 0.19726562500000225 0.17675781249999395 0.15820312499998215 0.1416015624999846 0.12695312500009903 * * * * * * * * * * * * * 0.12695312499983807 0.14160156249994543 0.15820312499997508 0.17675781249998382 0.19726562499998623 0.2197265624999854 0.24414062499998113 0.27050781249997291 0.29882812499996259 0.32910156249996697 
0.31250000000012551 0.28222656250004069 0.25390625000002048 0.22753906250001377 0.2031250000000106 0.18066406250000752 0.160156249999998 0.141601562499964 0.12499999999987854 * * * * * * * * * * * * * * * 0.12500000000000933 0.14160156249999617 0.1601562499999902 0.18066406249998787 0.20312499999998601 0.22753906249998335 0.25390624999998118 0.28222656249998701 0.31250000000003242 
0.29785156249998107 0.26757812500000683 0.23925781250001071 0.21289062500001155 0.18847656250001366 0.16601562500001912 0.14550781250002651 0.12695312499999731 * * * * * * * * * * * * * * * * * 0.12695312500001005 0.14550781249999292 0.16601562499998909 0.18847656249998734 0.21289062499998515 0.23925781249998146 0.26757812499997191 0.29785156249992989 
0.28515624999996902 0.25488281249999484 0.22656250000000394 0.2001953125000081 0.17578125000001327 0.15332031250002884 0.13281250000009168 * * * * * * * * * * * * * * * * * * * 0.13281249999998238 0.15332031249998831 0.17578124999998915 0.20019531249998845 0.22656249999998762 0.25488281249998934 0.28515625000000649 
