1 1.1327799376415952 1.2806963574441741 1.4423482709523066 1.6151462964420837 1.7951655981835761 1.9771150960556803 2.1544673039057112 2.319776824715853 
1.1331484530668263 1.2841866250528877 1.4523420233001467 1.6355021857556755 1.8296229207338761 2.0317249744520307 2.2350439681240961 2.437320883237502 2.6286515203870433 
1.2840254166877418 1.4557765561094769 1.6473356371424408 * * * 2.5239003309420704 2.7556612113416259 2.9786524039783391 
1.454991414618201 1.6498255153280463 * * * * * 3.1105792237427417 3.3752553637918385 
1.6487212707001282 1.8657636511315934 * * * * * 3.5123025822157317 3.8246653941862299 
1.8682459574322214 2.1190075899888141 * * * * * 3.9946805681957063 4.3339136749203684 
2.1170000166126495 2.4006907646831319 2.7176918993463803 * * * 4.1654089915923898 4.5470788800353654 4.9109675764611351 
2.3988752939671012 2.7187500048978124 3.0751839362186075 3.4641928967691369 3.875836208440854 4.3043673273545515 4.735992739624046 5.163106019273636 5.5648553123283033 
2.7182818284590451 3.079215120134116 3.4812936362141902 3.9207090952389794 4.3904228279214426 4.8797660246172283 5.374356038380216 5.8564493222160419 6.3058071887055274 
