1 1.132779937641595 1.2806963574441745 1.442348270952307 1.6151462964420837 1.7951655981835766 1.977115096055682 2.1544673039057081 2.319776824715853 
1.1331484530668263 1.2835776370957688 1.4511906670940751 1.6343947120132183 1.8302005272899609 2.0341891205805038 2.2403540692707029 2.4413314375850055 2.6286515203870433 
1.284025416687741 1.4544919604870727 1.6444466740177293 * * * 2.5386660350525201 2.7663933275850368 2.9786524039783391 
1.4549914146182013 1.6481850839202612 * * * * * 3.134731430258431 3.3752553637918385 
1.6487212707001282 1.8676383782120614 * * * * * 3.5521160709773008 3.8246653941862299 
1.8682459574322223 2.1163115391592338 * * * * * 4.0250748309417448 4.3339136749203497 
2.1170000166126748 2.3980489243883252 2.7112342099851094 * * * 4.1855526911950482 4.561011455205743 4.9109675764611591 
2.3988752939670981 2.7173363839094122 3.0721712925598181 3.4600136324836508 3.8745345466773733 4.306378402062248 4.7428295177848323 5.1682983576064272 5.5648553123283033 
2.7182818284590451 3.079215120134116 3.4812936362141902 3.9207090952389794 4.3904228279214426 4.8797660246172283 5.374356038380216 5.8564493222160419 6.3058071887055274 
