1 1.031738160050335 1.0644511538673624 1.0981343904100773 1.1327799376414205 1.1683762831724029 1.204908097937349 1.2423560052115474 1.2806963574451062 1.3199010235747619 1.3599371896223489 1.4007671754840929 1.4423482709521642 1.4846325940673204 1.5275669749201168 1.5710928680396048 1.6151462964420786 1.6596578303300078 1.7045526032842635 1.7497503686021312 1.7951655981835273 1.8407076260713127 1.8862808383937546 1.931784911053928 1.9771150960564108 2.0221625568458332 2.0668147525191882 2.110955870151642 2.154467303904918 2.1972281789333827 2.2391159174725885 2.2800068438869161 2.319776824715853 
1.0317434074991028 1.064488750965408 1.0982399590434808 1.1329922652134443 1.1687374723246471 1.2054636955553195 1.2431551148307232 1.28179173478149 1.3213491534377968 1.3617983419544699 1.4031054383168249 1.4452315587449134 1.4881326312689429 1.5317592537456268 1.5760565654400311 1.6209641516659363 1.6664160063312925 1.7123404989176705 1.7586603877206524 1.8052928810927371 1.8521497484694378 1.8991374512394232 1.9461573421086957 1.9931059156703876 2.0398751010137377 2.0863526059920199 2.1324223133445113 2.1779647268664473 2.222857465613397 2.2669758036797822 2.3101932521057469 2.3523821774119518 2.3934144457697828 
1.0644944589178609 1.0982790622486094 1.1331014953781486 1.1689568430483572 1.2058366449092919 1.2437286356642174 1.2826164902930164 1.3224795760897565 1.3632927134351336 1.4050259476616243 1.4476443349694923 1.4911077469136336 1.5353707022950769 1.5803822388072124 1.6260857560177904 1.672418890507672 1.7193135534135853 1.7666958467790548 1.8144860748574141 1.8625988110209657 1.9109430531410283 1.9594222950925373 2.0079347544104649 2.0563736460658495 2.1046274724270031 2.1525803764391709 2.2001125510902897 2.2471007004870196 2.2934185500614559 2.3389374034978481 2.3835267431679319 2.427054869741081 2.4693895758359172 
1.0982851403080267 1.1331420625505064 1.1690697768295679 1.2060632192498244 1.2441136628923988 1.2832084530237666 1.3233307456007604 1.3644592518749281 1.406567991478227 1.4496260562315979 1.4935973866611558 1.5384405637675673 1.584108630011769 1.6305490461988916 1.6777034482507531 1.7255073657872528 1.7738906213879118 1.8227769831809038 1.8720842163981439 1.921724125708697 1.9716029296462356 2.0216210347375125 2.0716734031155584 2.1216498806325781 2.1714354378517351 2.2209105392539588 2.2699515703395972 2.3184313151082803 2.3662194830753762 2.4131832843193934 2.4591880499007139 2.5040978941680834 2.5477764154213354 
1.1331484530653535 1.1691117846921666 1.2061799098856274 1.2443476110239255 1.2836058878301471 1.3239416855186052 1.3653376260605734 1.4077717454581866 1.4512172395769547 1.4956422207622111 1.5410094854122813 1.5872762821972994 1.6343940186847872 1.6823086427609899 1.7309601545868039 1.7802814530433766 1.8302005272899609 1.8806387030585803 1.9315111455827105 1.9827265387451909 2.0341886133677698 2.0857944322604287 2.1374355324605219 2.1889983565375291 2.2403642300134905 2.2914098171060142 2.3420075725865535 2.3920262354927164 2.4413313728059545 2.4897859729692828 2.5372510868027449 2.5835865124138939 2.6286515203875314 
1.1691184461708513 1.2062233488538354 1.2444681228461438 1.283847390973945 1.3243518712548146 1.3659680968370924 1.4086781394923515 1.4524593395720053 1.4972840451213556 1.543119364070751 1.589926936274483 1.6376627436473441 1.6862759693710325 1.7357113515085849 * * * * * 2.0456654321246281 2.0987612147658106 2.1520052396437857 2.2052853508434063 2.2584848236243058 2.311481146820614 2.3641470475223345 2.4163509215430095 2.4679573342079792 2.5188275791119707 2.5688202901661299 2.6177921033484033 2.6655983641948744 2.7120938767717901 
1.2062302494219272 1.2445129931617653 1.2839717980782286 1.3246011217647107 1.3663913914982393 1.4093287152087306 1.4533945967166999 1.4985656583242442 1.5448133721386161 1.5921038041003936 1.6403973754341892 * * * * * * * * * * * 2.2752890061728355 2.3301770961185828 2.3848556159353467 2.4391932501108409 2.4930542117974173 2.5462987619492106 2.5987837860786667 2.6503634259600233 2.7008897630151929 2.7502135487886292 2.7981849778752221 
1.2445201077657799 1.2840181074262735 1.3247295065711895 1.3666485922426652 1.4097654917353557 1.4540658736682779 1.4995306543895615 1.5461357145514505 1.593851621609446 1.6426433640987417 * * * * * * * * * * * * * 2.4041451656846182 2.4605592741713305 2.5166216990227617 2.5721923406478711 2.6271270205610233 2.6812780769931401 2.7344950169791731 2.7866252227107116 2.8375147056503298 2.8870089038907771 
1.2840254166883656 1.3247772686868708 1.3667810441116051 1.4100308547231815 1.4545165190212916 1.5002232515678517 1.5471313583076913 1.595215954189221 1.6444466740173396 * * * * * * * * * * * * * * * 2.5386660350501726 2.5965079944022476 2.6538425813427566 2.7105210380437881 2.7663910115052652 2.8212972256200612 2.8750822136309848 2.9275870962951416 2.9786524039770508 
1.3247847587290638 1.3668302781608637 1.4101674686674244 1.4547902628796414 1.5006881636696048 1.5478459180921862 1.5962431879875538 1.6458543006201662 * * * * * * * * * * * * * * * * * 2.6789301349811772 2.7380846578077822 2.7965622452059291 2.8542057051474563 2.9108548215872232 2.9663471242363713 3.0205186883186097 3.073204981035258 
1.3668379411734444 1.4102181996662766 1.454931138985023 1.5009705093243906 1.5483254963989539 1.596980380926271 1.6469141038886739 * * * * * * * * * * * * * * * * * * * 2.8250008211213844 2.8853346530723001 2.9448079121101514 3.0032552664130066 3.0605090857801374 3.1164002418832744 3.1707589790772319 
1.4102260349257103 1.4549834001498261 1.5011157556651895 1.548616662376457 1.5974749913704755 1.6476746531188764 * * * * * * * * * * * * * * * * * * * * * 2.9769249266684983 3.038286114946855 3.0985888017407373 3.1576600604853207 3.2153253987898287 3.2714096734311866 
1.4549914146182501 1.5011695935045446 1.5487664096524691 1.5977752115172148 1.6481844776393482 1.6999774610587444 * * * * * * * * * * * * * * * * * * * * * 3.0714226677101726 3.1347316386039816 3.196948540105196 3.257894931415533 3.3173907739354989 3.3752553637918639 
1.5011778000001965 1.5488218867929353 1.5979296459238883 1.6484942125860407 1.7005036685743538 1.7539405383444082 * * * * * * * * * * * * * * * * * * * * * 3.1689200890533531 3.2342386434196744 3.2984305359217578 3.3613115915901863 3.4226960491997938 3.4823974702182472 
1.5488302986340048 1.5979868163267321 1.6486534784188824 1.7008232300832071 1.7544838891042149 * * * * * * * * * * * * * * * * * * * * * * * 3.3369042377057978 3.4031338966010973 3.4680110457489439 3.5313440724619527 3.5929406321891784 
1.5979954499506104 1.6487123882209389 1.7009874077734535 1.7548132190964281 1.8101771861466667 * * * * * * * * * * * * * * * * * * * * * * * 3.4428289487088324 3.5111609417267799 3.5780975182129509 3.6434409590121195 3.7069928107968657 
1.6487212707001133 1.7010481428282531 1.7549825549348399 1.8105169826305678 1.8676383782119967 * * * * * * * * * * * * * * * * * * * * * * * 3.5521160709771724 3.6226171498848467 3.6916785220289645 3.7590961881725549 3.8246653941862259 
1.7010573018485338 1.7550451929474806 1.8106916562132627 1.8679889358742165 1.9269235843126671 * * * * * * * * * * * * * * * * * * * * * * * 3.6648723389026729 3.7376113693509971 3.808864984287923 3.8784227138381002 3.9460733063414311 
1.7550546569603429 1.8107562703672513 1.8681691074935136 1.9272851820703463 1.9880907048690983 * * * * * * * * * * * * * * * * * * * * * * * 3.7812078749895557 3.856255916209288 3.9297713570832382 4.0015370759635456 4.0713351193268892 
1.810766072119453 1.8682357813342709 1.9274710237124415 1.9884635267134532 2.0511989222706366 2.1156561330368806 * * * * * * * * * * * * * * * * * * * * * 3.8224472694138223 3.9012364933264507 3.9786666969741331 4.0545157264769163 4.1285595128268575 4.2005731690840955 
1.8682459574322356 1.9275398725831123 1.9886553629922537 2.0515838985305983 2.1163106982875894 2.1828142677967755 * * * * * * * * * * * * * * * * * * * * * 3.9437847707257871 4.0250751044715143 4.1049631885849722 4.1832199025799035 4.2596140738869561 4.3339136749186755 
1.9275504501695273 1.9887264644529212 2.0517818767889278 2.1167078977679035 2.183489334436219 2.2521042305936723 * * * * * * * * * * * * * * * * * * * * * 4.0689739378120295 4.1528447400122808 4.235268740863031 4.3160095781161942 4.3948287494411291 4.4714868627688569 
1.9887374695803566 2.0518553141393916 2.1169122050561722 2.1838990579502342 2.2528001508892617 2.3235926308666635 2.3962458817720358 * * * * * * * * * * * * * * * * * * * 4.1103519410092471 4.1981371433454999 4.2846702235937704 4.3697106232873644 4.4530144405479613 4.5343355946230925 4.6134270923825946 
2.0518667734887517 2.1169880857169705 2.1841099818513916 2.2532230706705159 2.3243111030174424 2.3973504683805058 2.4723096856157012 2.5491490079387935 * * * * * * * * * * * * * * * * * 4.1492081609757481 4.2408284594220769 4.331400315211237 4.4206802544534618 4.5084201265587991 4.5943682913031116 4.6782708564961863 4.7598729885321553 
2.1170000166165508 2.1841884048850804 2.2534408678977735 2.3247477009549575 2.3980921237157857 2.4734497690719977 2.5507881807583574 2.6300663440856731 2.711234209979184 * * * * * * * * * * * * * * * 4.1855526911959489 4.2809179260377119 4.3754466691225158 4.4688936481485335 4.5610076681959031 4.651532719389138 4.7402091819705445 4.8267751080484764 4.9109675764589653 
2.1842008108121571 2.253521917161621 2.3249726052325297 2.3985428491649974 2.4742153250758157 2.5519648871432299 2.63175805211878 2.7135525004078862 2.7972965890471837 2.8829288858889988 * * * * * * * * * * * * * 4.2194061690419291 4.3184159662786268 4.4168085690890475 4.5143380817639525 4.6107514544823784 4.7057895280038196 4.7991881771984302 4.8906795491387633 4.9799933855044154 5.0668584214617152 
2.2535347872139773 2.3250563511531381 2.3987750832633612 2.4746806270419537 2.5527550988767325 2.6329725485645215 2.7152984271216689 2.7996890678256658 2.8860911841411552 2.9744413919983739 3.0646657652407554 * * * * * * * * * * * 4.2507994877783526 4.3533438857483979 4.4554967882702083 4.5570128507233196 4.6576383803890273 4.757112305028615 4.855167249360699 4.9515307141417573 5.0459263516177755 5.138075329216214 5.2276977730700587 
2.3250696602793171 2.3988615853452733 2.4749204091561272 2.5532354335624707 2.6337881974581445 2.7165519201138002 2.8014909510300736 2.888560232385271 2.9777047799309901 3.0688591903939564 3.1619471895663684 3.2568812608303013 3.3535602043439425 3.4518742011241947 * * * * * 4.0682914950957549 4.1738850675099926 4.2797734548210657 4.3857335518146092 4.4915333180360806 4.5969290902691107 4.7016677457578782 4.8054875530463166 4.9081191661823436 5.0092867348822194 5.1087091206537201 5.206101211643853 5.3011753285907677 5.3936427137704301 
2.3988752939726781 2.4750097177049071 2.5534829808120114 2.6342840311857012 2.7173938119568626 2.8027846859591516 2.8904198663815919 2.9802528600291005 3.0722269287926558 3.1662745740239489 3.2623170438789626 3.3602638405856391 3.4600120901346276 3.5614473670789382 3.6644426760158999 3.7688558656680105 3.8745345466773888 3.9813121656177883 4.0890091272857712 4.1974320655111255 4.3063772646336789 4.4156267823933879 4.5249509942171047 4.6341095009858986 4.7428510642801838 4.8509145786952734 4.9580300297565483 5.0639195390100351 5.1682985143732187 5.2708769056449425 5.3713605600815226 5.4694526710462759 5.5648553123302378 
2.4750237699624362 2.5535751382639393 2.6345395626721033 2.7179056239071815 2.8036536516876827 2.8917551274139899 2.9821720941864944 3.0748565807044104 3.1697500444586515 3.2667828392380263 3.3658737113286779 3.4669293298626949 3.5698438813770652 3.6744989609431919 3.7807630384537934 3.8884908269128098 3.9975241761822558 4.1076912941726151 4.2188068618551551 4.3306721286026075 4.443075754496526 4.5557933031385272 4.6685880688486083 4.7812118103519836 4.8934053008019909 5.0048991610722027 5.1154148223070033 5.2246656016011208 5.3323578890250038 5.438192442568849 5.5418657849523392 5.6430716944587296 5.7415027821782401 
2.5535894580631098 2.6346346059862924 2.7181693654580674 2.8041819381806663 2.8926520257610453 2.9835502049379889 3.0768373155629472 3.1724638653231816 3.2703694556665392 3.3704822344800234 3.472718382455112 3.5769816435098205 3.683162919128955 3.7911399546509745 3.9007769709807811 4.0119243710552013 4.1244188148230192 4.2380830282350619 4.3527258310825943 4.4681422963279704 4.5841141151625973 4.7004097805450282 4.8167851290046624 4.9329839931818036 5.0487389013497754 5.1637719261199839 5.2777956668651651 5.390514355488234 5.5016250798216761 5.610819118853005 5.7177833819159076 5.8222019411575303 5.9237576446530085 
2.6346490888135476 2.7182673336087748 2.8044541316828915 2.8931973073365249 2.9844759273949464 3.0782596432789537 3.1745080582663681 3.2731701143573946 3.3741835015989476 3.4774740956272274 3.5829554308095624 3.6905282181561598 3.8000799189173793 3.9114843801983015 4.0246015104742252 4.139277038125873 4.2553424096551735 4.3726147088586522 4.490896691669227 4.6099769415333531 4.7296301500972868 4.8496174565242809 4.9696869553486627 5.0895743344929736 5.2090036237954802 5.3276880750320741 5.4453311736643428 5.5616277780574004 5.6762653812117936 5.7889254887599115 5.8992851043219892 6.0070183078098234 6.1117978974932408 
2.7182818284590451 2.8045550921926004 2.8934782288399452 2.9850387586586065 3.079215120134116 3.1759760193489397 3.2752797875864355 3.3770737534438373 3.4812936362141902 3.5878629677466569 3.6966925503966586 3.8076799590202306 3.9207090952389794 4.035649802391208 4.152357549679456 4.270673194013602 4.3904228279214426 4.5114177216457199 4.6334543671601622 4.7563146313106586 4.8797660246172283 5.0035620914556969 5.1274429263759824 5.2511358202096972 5.374356038380216 5.4968077324628606 5.618184984564353 5.7381729825152892 5.8564493222160419 5.9726854317676361 6.0865481102792263 6.1977011725000919 6.3058071887055274 
