0.51291247720464095 0.48190661782964123 0.452852929780307 0.42575177233139755 0.40060481770655471 0.37741508361183879 0.35618706336847428 0.336927037647693 0.3196436163488135 0.3043483879158958 0.29105611170811668 0.27978307348396325 0.2705418116937145 0.26333519665916572 0.25817228941386017 0.25507531966272856 0.25404388879444406 0.25507531966272756 0.25817228941385723 0.26333519665916083 0.27054181169371222 0.27978307348395937 0.29105611170813117 0.3043483879159139 0.31964361634883387 0.3369270376477157 0.3561870633685057 0.37741508361181708 0.4006048177065894 0.42575177233142808 0.45285292978032476 0.48190661782966543 0.51291247720466471 
0.48190661782964095 0.45088597650273665 0.42181846017582975 0.39470442812363049 0.36954555256983657 0.34634485122044922 0.32510681739680231 0.30583773177000362 0.28854620423944044 0.27324382324914726 0.25994534815831427 0.24866706472541616 0.23942151140074272 0.23221155850608999 0.22704626707499498 0.22394786681238732 0.22291595910694573 0.22394786681238449 0.22704626707499068 0.23221155850608521 0.23942151140073942 0.24866706472541589 0.25994534815832337 0.27324382324916296 0.28854620423946054 0.30583773177002616 0.32510681739682501 0.34634485122046121 0.36954555256986105 0.39470442812365647 0.42181846017585284 0.45088597650276041 0.48190661782966471 
0.45285292978032787 0.42181846017583474 0.39273675629664484 0.3656081774174581 0.34043436322871184 0.31721820130331918 0.29596387322828205 0.27667711779607873 0.25936589558979745 0.24404160268293854 0.23072064295057704 0.21942457585864442 0.21017186067775021 0.20294950888945651 0.19775960356764241 0.19466017140488001 0.19363046400856707 0.19466017140487399 0.19775960356763572 0.20294950888944996 0.21017186067774435 0.21942457585864142 0.23072064295058345 0.24404160268295411 0.25936589558981915 0.27667711779610338 0.29596387322830697 0.31721820130334183 0.3404343632287371 0.36560817741748403 0.39273675629666965 0.42181846017585867 0.45285292978035119 
0.42575177233139755 0.39470442812362966 0.36560817741745694 0.33846341202084518 0.31327177162423347 0.29003596753583355 0.26875960641692803 0.2494472205962317 0.23210490764073211 0.21674229894223246 0.20337729510241101 0.19204498508083429 0.1827980965621572 0.17556126280634346 0.17028871690123817 0.16720900123092319 0.16619180411756851 0.16720900123090865 0.17028871690122824 0.17556126280633461 0.18279809656214663 0.19204498508082193 0.20337729510241492 0.21674229894225083 0.2321049076407585 0.24944722059626123 0.26875960641695773 0.29003596753586203 0.31327177162426162 0.33846341202087271 0.36560817741748314 0.39470442812365336 0.42575177233141404 
0.40060481770654816 0.36954555256982952 0.34043436322870813 0.31327177162423225 0.28805959371154338 0.26480054079885357 0.24349761430736488 0.22415350053118799 0.20677046543466682 0.19135164034284821 0.17790750343600031 0.16648622280012457 0.15732052768370094 0.15011497887252201 0.14453125000004366 0.14160156250000611 0.14062499999987513 0.14160156249996383 0.14453125000003397 0.15011497887251357 0.15732052768368571 0.16648622280008477 0.17790750343600351 0.19135164034287583 0.20677046543470282 0.22415350053122526 0.24349761430740066 0.26480054079888687 0.28805959371157464 0.31327177162426217 0.34043436322873682 0.36954555256985766 0.40060481770657691 
0.37741508361178699 0.34634485122043207 0.31721820130331374 0.29003596753583277 0.26480054079885423 0.24151523764067256 0.22018305948249023 0.20080495178648858 0.18337806322389893 0.16789254355849315 0.15432110549861752 0.14257812499996275 0.1337890625 0.126953125 * * * * * 0.126953125 0.13378906249999814 0.14257812499982783 0.15432110549863853 0.16789254355854594 0.18337806322395159 0.20080495178653635 0.22018305948253261 0.24151523764071009 0.26480054079888793 0.29003596753586414 0.31721820130334438 0.34634485122046366 0.37741508361182208 
0.35618706336846923 0.32510681739679786 0.29596387322828205 0.26875960641693097 0.24349761430736844 0.22018305948249239 0.19882068419543458 0.17941143390837724 0.16195054211594712 0.14642561516860814 0.13281250000001382 * * * * * * * * * * * 0.13281250000017689 0.14642561516871766 0.16195054211602092 0.17941143390843589 0.19882068419548335 0.22018305948253303 0.24349761430740319 0.26875960641696212 0.29596387322831241 0.32510681739683045 0.35618706336851053 
0.33692703764769677 0.30583773177000811 0.27667711779608573 0.24944722059624047 0.22415350053119645 0.2008049517864941 0.17941143390837822 0.15997580753563878 0.14249330616290412 0.12695312499997841 * * * * * * * * * * * * * 0.12695312500012695 0.14249330616297876 0.15997580753570334 0.17941143390843195 0.20080495178653535 0.2241535005312289 0.2494472205962687 0.27667711779611287 0.30583773177003537 0.33692703764772008 
0.31964361634882049 0.28854620423945215 0.25936589558981205 0.23210490764074845 0.20677046543468239 0.1833780632239089 0.16195054211594512 0.14249330616289549 0.12500000000005226 * * * * * * * * * * * * * * * 0.12500000000006381 0.14249330616296663 0.16195054211600557 0.18337806322394751 0.20677046543470898 0.23210490764077105 0.25936589558983497 0.28854620423947808 0.31964361634885424 
0.30434838791591473 0.27324382324916802 0.24404160268296168 0.21674229894225858 0.19135164034287591 0.16789254355851374 0.14642561516859778 0.12695312499994577 * * * * * * * * * * * * * * * * * 0.12695312500009376 0.14642561516867622 0.16789254355854019 0.19135164034288846 0.21674229894227151 0.244041602682978 0.27324382324918772 0.30434838791593655 
0.29105611170815077 0.25994534815834341 0.23072064295060804 0.20337729510244845 0.17790750343604889 0.15432110549867237 0.13281249999998648 * * * * * * * * * * * * * * * * * * * 0.13281250000006539 0.15432110549864866 0.1779075034360334 0.20337729510244859 0.23072064295061825 0.25994534815835829 0.29105611170816476 
