1 1.064451153867374 1.1327799376415069 1.204908097937414 1.2806963574441823 1.3599371896225532 1.4423482709523077 1.5275669749200977 1.6151462964420829 1.7045526032842593 1.7951655981835763 1.8862808383936618 1.9771150960556843 2.0668147525192992 2.1544673039058644 2.2391159174726241 2.319776824715853 
1.0644944589178593 1.1330989759321879 1.2058327535263971 1.2826120793232856 1.3632885064765559 1.4476409465380562 1.5353684589265297 1.6260836574875301 1.7193115172548412 1.81448419320615 1.9109413566595537 2.0079328013282289 2.1046257918285054 2.200111659425664 2.2934186425190042 2.3835274511450311 2.4693895758360922 
1.1331484530668217 1.2061761760468028 1.2836001583784182 1.3653314034063446 1.4512119023081809 1.541006349827664 1.6343947120132265 1.7309601545866802 1.8302005272899609 1.93151114558259 2.0341891205805087 2.1374338933943204 2.2403622971543684 2.3420064758324095 2.4413315653107248 2.5372520790470534 2.6286515203870664 
1.2062302494209443 1.2839677402069596 1.366385418010752 1.453388720925934 1.5448095275708071 1.6403973754352892 * * * * * 2.2752890061735132 2.3848543806099638 2.4930533979793768 2.5987841815465487 2.7008909450306504 2.798184977877983 
1.2840254166877416 1.3667773254729203 1.45451158841432 1.5471276569081778 1.6444466740177286 * * * * * * * 2.5386660350525196 2.6538422621736371 2.7663916166641558 2.875083536639 2.978652403978348 
1.3668379411737963 1.4549282453916443 1.5483226957087322 1.6469141038884156 * * * * * * * * * 2.8250008211211384 2.9448084854309751 3.0605104382362303 3.1707589790773061 
1.4549914146182015 1.5487645287438849 1.6481850839202559 * * * * * * * * * * * 3.1347314302584279 3.257896151387337 3.3752553637918385 
1.5488302986341331 1.6486516430492817 1.7544838891041852 * * * * * * * * * * * 3.3369042377057601 3.468012335079131 3.5929406321891957 
1.6487212707001284 1.7549806014419289 1.8676383782120614 * * * * * * * * * * * 3.5521160709773074 3.6916799025158795 3.8246653941862299 
1.7550546569602945 1.8681669926309552 1.9880907048690766 * * * * * * * * * * * 3.7812078749884224 3.9297728195905144 4.0713351193261325 
1.8682459574322239 1.9886528168095121 2.1163115391591663 * * * * * * * * * * * 4.025074830942164 4.1832214799505074 4.3339136749204181 
1.9887374695823024 2.1169076565999649 2.2527955920656502 2.3962458817711769 * * * * * * * * * 4.1103519410206806 4.2846710822064846 4.4530164213306307 4.6134270923810261 
2.117000016612689 2.2534343899634197 2.3980833815863418 2.5507814948404004 2.7112342099851654 * * * * * * * 4.1855526911951557 4.3754460417360566 4.5610086024265648 4.7402113313361767 4.9109675764612248 
2.2535347872133173 2.3987673903861451 2.5527436625041791 2.715287017453806 2.8860835780694174 3.0646657652393863 * * * * * 4.2507994877736266 4.4554942965203903 4.6576366878306734 4.855167863272893 5.0459284851155335 5.2276977730675709 
2.3988752939671354 2.5534753599848816 2.7173820711244416 2.8904069786106925 3.0722156885496847 3.2623102920914118 3.4600136324836521 3.6644426760158764 3.8745345466773724 4.0890091272859159 4.3063784020623075 4.5249474092172051 4.7428468790365939 4.9580276258177136 5.1682988161732979 5.3713625634634319 5.5648553123283655 
2.5535894580628757 2.718163874344977 2.8926435572509401 3.0768276400286472 3.2703600785154907 3.4727106420480629 3.6831576084192355 3.9007719516639225 4.124413935385399 4.3527213186213203 4.58411005968195 4.8167805766926346 5.0487350391172194 5.2777936163600323 5.5016252564164549 5.7177849720818177 5.9237576446530928 
2.7182818284590451 2.8934782288399452 3.079215120134116 3.2752797875864355 3.4812936362141902 3.6966925503966586 3.9207090952389794 4.152357549679456 4.3904228279214426 4.6334543671601622 4.8797660246172283 5.1274429263759824 5.374356038380216 5.618184984564353 5.8564493222160419 6.0865481102792263 6.3058071887055274 
