0.5 0.46972656249999978 0.441406249999998 0.41503906249997113 0.39062499999993139 0.36816406250013101 0.34765624999989675 0.32910156250002098 0.31250000000023881 0.2978515624997472 0.28515625000008876 0.27441406249997335 0.26562499999999362 0.25878906250000278 0.25390625 0.25097656250000067 0.25000000000000222 0.25097656250000144 0.25390625000000155 0.258789062500001 0.26562499999998912 0.27441406250000333 0.28515624999974387 0.2978515625000136 0.31249999999993405 0.32910156250009009 0.34765625000106304 0.36816406250004846 0.39062500000007649 0.41503906249993217 0.44140624999999512 0.469726562500002 0.5 
0.4697265625 0.43955361817129757 0.41133379884259558 0.38506699070011119 0.36075285230251741 0.33839070220989198 0.31797941238334881 0.29951731675755322 0.28300215462716305 0.26843109095039852 0.25580090204158235 0.24510849229862969 0.2363519522093856 0.22953201237943754 0.2246521991331755 0.22171849604751523 0.22073885762181744 0.22171849604751515 0.22465219913317477 0.22953201237943432 0.23635195220937785 0.24510849229861198 0.25580090204149925 0.26843109095044515 0.28300215462714334 0.29951731675769389 0.31797941238375366 0.33839070221002376 0.36075285230260867 0.38506699070013123 0.41133379884259924 0.43955361817129612 0.4697265625 
0.44140625000000089 0.41133379884259491 0.38321458649897555 0.35704849915536063 0.33283496630013509 0.31057273165357069 0.29025963056605325 0.27189238751968003 0.25546646080046165 0.24097599463310149 0.22841402491721241 0.21777330244357751 0.20904855415948148 0.20224108567518637 0.19735828810574924 0.19441261493506737 0.19342468839223717 0.19441261493506692 0.19735828810574804 0.20224108567518359 0.20904855415947599 0.21777330244356746 0.22841402491719595 0.24097599463312447 0.25546646080050028 0.27189238751978856 0.29025963056623394 0.31057273165368426 0.33283496630020315 0.35704849915538484 0.38321458649897455 0.41133379884258325 0.44140625000000588 
0.41503906250002914 0.38506699070010558 0.35704849915535108 0.3309837031222207 0.30687203208909164 0.28471187753820237 0.26450024070761347 0.24623239195465207 0.22990155642190205 0.21549865186433334 0.20301215055058833 0.19242838839898646 0.18373412630977642 0.17693173805607723 0.17203350267956774 0.16905523719476781 0.168040916076997 0.16905523719476737 0.17203350267956682 0.17693173805607598 0.18373412630977501 0.19242838839898591 0.20301215055059263 0.21549865186435646 0.22990155642194482 0.24623239195472613 0.26450024070770933 0.2847118775382762 0.30687203208913472 0.33098370312223052 0.35704849915533088 0.38506699070005657 0.41503906249994216 
0.39062499999977618 0.36075285230244725 0.33283496630010245 0.30687203208907943 0.2828638313958084 0.2608087557025337 0.24070331277154616 0.22254163316941281 0.20631497106816113 0.19201115585174156 0.17961378702182107 0.16910022429200361 0.16043407462456055 0.15362448755977845 0.14869499736167674 0.14564016508743913 0.14453475152621573 0.14564016508743868 0.14869499736167593 0.15362448755977845 0.16043407462456216 0.16910022429200849 0.1796137870218322 0.19201115585176393 0.20631497106819638 0.22254163316946188 0.24070331277160106 0.26080875570257656 0.28286383139582899 0.3068720320890716 0.33283496630006193 0.36075285230236998 0.39062499999967465 
0.368164062499928 0.33839070220980477 0.31057273165353205 0.28471187753818616 0.26080875570252876 0.23886225110457779 0.21886887150662468 0.20082210688329177 0.18471178882958811 0.17052346345265071 0.15823786739295079 0.14783089712264633 0.13918371033668372 0.13234339019679928 * * * * * 0.13234339019679972 0.13918371033668667 0.14783089712265374 0.1582378673929638 0.17052346345267069 0.18471178882961495 0.20082210688332391 0.21886887150665651 0.23886225110459997 0.26080875570253303 0.28471187753816501 0.31057273165347521 0.33839070220968692 0.36816406249964984 
0.34765624999979455 0.31797941238331173 0.29025963056603488 0.26450024070760442 0.24070331277154264 0.2188688715066239 0.19899406526708296 0.18107238402754147 0.16509286391424879 0.15103929173632236 0.1388895719746851 * * * * * * * * * * * 0.13888957197469862 0.15103929173634015 0.16509286391426878 0.18107238402756234 0.19899406526710112 0.21886887150663378 0.24070331277153825 0.26450024070758021 0.29025963056598703 0.31797941238325267 0.34765624999984573 
0.32910156250032024 0.29951731675761267 0.2718923875196913 0.24623239195465402 0.22254163316941339 0.20082210688329227 0.18107238402754172 0.16328675004554233 0.14745424106354305 0.1335575176037048 * * * * * * * * * * * * * 0.13355751760372245 0.14745424106355762 0.16328675004555546 0.1810723840275516 0.20082210688329546 0.22254163316940592 0.24623239195463043 0.27189238751963996 0.29951731675749105 0.32910156249993422 
0.31249999999994965 0.28300215462712752 0.25546646080046365 0.22990155642190704 0.20631497106816482 0.18471178882959011 0.16509286391424938 0.14745424106354293 0.13178608269067627 * * * * * * * * * * * * * * * 0.13178608269068373 0.14745424106355023 0.16509286391425443 0.18471178882959069 0.20631497106815941 0.2299015564218958 0.25546646080045132 0.28300215462713729 0.3125000000000962 
0.29785156250011324 0.26843109095048412 0.24097599463312874 0.21549865186434572 0.19201115585174822 0.17052346345265376 0.15103929173632252 0.1335575176037038 * * * * * * * * * * * * * * * * * 0.13355751760370735 0.15103929173632491 0.1705234634526534 0.19201115585174497 0.21549865186434217 0.24097599463313224 0.2684310909505106 0.29785156250018668 
0.2851562499999204 0.25580090204156702 0.22841402491722149 0.20301215055059885 0.17961378702182876 0.15823786739295423 0.13888957197468327 * * * * * * * * * * * * * * * * * * * 0.13888957197468443 0.15823786739295306 0.17961378702182487 0.20301215055059563 0.2284140249172249 0.25580090204158618 0.28515624999996397 
