0.52519468324496021 0.46367124574496033 0.40994504945589583 0.36402616920595954 0.3259500134405624 0.29581469497149288 0.27393051397329643 0.2613741858155646 0.25726235597339731 0.26137418581556493 0.27393051397329793 0.29581469497149404 0.32595001344056274 0.36402616920595721 0.40994504945589794 0.46367124574495955 0.52519468324495999 
0.46367124574496021 0.40203336732699146 0.34820798890902294 0.30220518531923879 0.26406036500306279 0.23387164077227418 0.21194931280142149 0.19937009646009585 0.19525063722339733 0.19937009646009615 0.21194931280142304 0.23387164077227479 0.26406036500306268 0.30220518531923807 0.34820798890902316 0.40203336732699124 0.46367124574495999 
0.40994504945589794 0.34820798890902249 0.29427335353396566 0.24815121815890978 0.20983962048017579 0.17928719031311952 0.15625000000001948 0.14453125 0.140625 0.14453124999999936 0.15625000000002323 0.17928719031311943 0.20983962048017527 0.24815121815890928 0.29427335353396544 0.34820798890902216 0.40994504945589683 
0.36402616920595332 0.3022051853192349 0.24815121815890737 0.20191171330225891 0.16348470844561103 0.13281250000000863 * * * * * 0.1328125000000045 0.16348470844560964 0.20191171330225838 0.24815121815890723 0.30220518531923513 0.36402616920595465 
0.32595001344055619 0.26406036500305646 0.20983962048016999 0.16348470844560742 0.1250000000000008 * * * * * * * 0.12500000000000047 0.16348470844560728 0.20983962048016996 0.26406036500305652 0.32595001344055613 
0.29581469497148327 0.23387164077226474 0.1792871903131088 0.13281250000000006 * * * * * * * * * 0.13281250000000033 0.17928719031310886 0.23387164077226485 0.2958146949714836 
0.27393051397328544 0.21194931280141044 0.15625000000000042 * * * * * * * * * * * 0.15625000000000028 0.21194931280141049 0.27393051397328549 
0.26137418581555982 0.19937009646009107 0.14453125000000064 * * * * * * * * * * * 0.14453125000000014 0.19937009646009141 0.26137418581556016 
0.25726235597339336 0.19525063722339336 0.14062499999999908 * * * * * * * * * * * 0.14062500000000006 0.19525063722339486 0.25726235597339486 
0.26137418581555871 0.19937009646008996 0.1445312500000045 * * * * * * * * * * * 0.14453125000000186 0.19937009646009318 0.26137418581556193 
0.27393051397327833 0.21194931280140333 0.15624999999999117 * * * * * * * * * * * 0.15625000000001077 0.21194931280141405 0.27393051397328905 
0.29581469497147256 0.23387164077225381 0.17928719031309437 0.13281249999997463 * * * * * * * * * 0.13281249999999123 0.17928719031310686 0.23387164077226319 0.29581469497148194 
0.32595001344054403 0.26406036500304497 0.20983962048015786 0.16348470844559548 0.1250000000000005 * * * * * * * 0.12499999999998124 0.16348470844559515 0.20983962048016225 0.26406036500304997 0.32595001344054858 
0.36402616920594294 0.30220518531922425 0.24815121815889662 0.20191171330224894 0.16348470844560409 0.13281250000000117 * * * * * 0.13281249999999245 0.16348470844559504 0.20191171330224589 0.24815121815889701 0.30220518531922586 0.36402616920594472 
0.40994504945588828 0.34820798890901239 0.29427335353395545 0.24815121815889951 0.20983962048016574 0.17928719031310736 0.15625 0.14453124999999989 0.14062500000000006 0.14453124999999994 0.1562499999999995 0.17928719031310286 0.20983962048016058 0.24815121815889635 0.29427335353395406 0.34820798890901178 0.40994504945588689 
0.46367124574495056 0.40203336732698158 0.34820798890901328 0.30220518531922785 0.26406036500305202 0.23387164077226247 0.21194931280140933 0.19937009646009052 0.19525063722339353 0.19937009646009002 0.21194931280140783 0.23387164077225892 0.26406036500304814 0.30220518531922486 0.34820798890901139 0.40203336732698031 0.46367124574494911 
0.52519468324495044 0.46367124574495017 0.40994504945588833 0.36402616920594666 0.32595001344055202 0.29581469497148122 0.27393051397328433 0.26137418581555927 0.25726235597339353 0.26137418581555877 0.27393051397328283 0.29581469497147683 0.32595001344054808 0.36402616920594361 0.40994504945588645 0.46367124574494906 0.52519468324494911 
