0.5 0.39062500000000028 0.31249999999999961 0.26562499999999994 0.25 0.26562499999999994 0.31249999999999978 0.39062499999999983 0.5 
0.390625 0.28782653677300585 0.21627807354601153 0.17419821783103154 0.1551513671875 0.17419821783103154 0.21627807354601153 0.28782653677300574 0.390625 
0.3125 0.21627807354601164 0.15308753958000912 * * * 0.15308753958000909 0.21627807354601161 0.3125 
0.265625 0.17419821783103159 * * * * * 0.17419821783103159 0.265625 
0.25 0.1551513671875 * * * * * 0.1551513671875 0.25 
0.26562499999999994 0.17419821783103151 * * * * * 0.17419821783103143 0.265625 
0.31249999999999933 0.21627807354601147 0.15308753958000915 * * * 0.15308753958000895 0.21627807354601136 0.31249999999999928 
0.3906250000000005 0.2878265367730059 0.21627807354601167 0.17419821783103159 0.1551513671875 0.17419821783103165 0.21627807354601158 0.28782653677300574 0.390625 
0.5 0.390625 0.3125 0.265625 0.25 0.265625 0.3125 0.390625 0.5 
